year_a,workbook_a,sheet_a,title_a,year_b,workbook_b,sheet_b,title_b,topic,similarity_score,manual_validation_required
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,14,"Complications of pregnancy and child birth , MOH Hospitals, 2021G.",2023,Statistical-Yearbook-2023.xlsx,14..,"Complications of pregnancy and child birth, MOH Hospitals, 2023G.",Capacity,0.727,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,14,"Complications of pregnancy and child birth , MOH Hospitals, 2021G.",2024,Statistical-Yearbook-2024.xlsx,4-17,"Complications of pregnancy and child birth, MOH Hospitals, 2024G.",Capacity,0.727,YES
2023,Statistical-Yearbook-2023.xlsx,14,"Allied Health Personnel by Speciality, Nationality & Sex, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-33,"MoH Allied Health Personnel by Speciality, Nationality & Gender, 2024G",Activity,0.727,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.27,"Physicians & Dentists in Other Governmental Sector by Speciality and Nationality, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-32,"Physicians and Dentists in Other Governmental Sector by Speciality and Professional Categories, 2024G.",Capacity | Workforce | Activity,0.714,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,0.714,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,4..,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.714,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,0.714,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,4..,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.714,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,0.714,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,Capacity | Activity,0.714,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,2..,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.714,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,3..,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.714,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.27,"Physicians & Dentists in Other Governmental Sector by Speciality and Nationality, 2021G.",2024,Statistical-Yearbook-2024.xlsx,2-32,"Physicians and Dentists in Other Governmental Sector by Speciality and Professional Categories, 2024G.",Capacity | Workforce | Activity,0.714,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,2,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,4..,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.714,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,3,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,4..,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.714,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,2..,زيارات مراجعي الطوارئ المرضية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.714,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4,زيارات مراجعي العيادات الخارجية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,3..,زيارات مراجعي الطوارئ الجراحية بمستشفيات وزارة الصحة حسب الجنس والجنسية والمنطقة الصحية عام 2023م.,Capacity | Activity,0.714,YES
2023,Statistical-Yearbook-2023.xlsx,32,"Physicians & Dentists in Other Governmental Sector by Speciality and Nationality, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-32,"Physicians and Dentists in Other Governmental Sector by Speciality and Professional Categories, 2024G.",Capacity | Workforce | Activity,0.714,YES
2023,Statistical-Yearbook-2023.xlsx,7.,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-21,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.688,YES
2023,Statistical-Yearbook-2023.xlsx,8.,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-20,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.688,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-31,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories in MoH Branches & Offices, 2024G",Workforce | Activity,0.667,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",2024,Statistical-Yearbook-2024.xlsx,2-31,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories in MoH Branches & Offices, 2024G",Workforce | Activity,0.667,YES
2023,Statistical-Yearbook-2023.xlsx,42,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-31,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories in MoH Branches & Offices, 2024G",Workforce | Activity,0.667,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.29,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities by Health Region, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-14,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities by MoH Branches & Offices, 2024G.",Capacity | Workforce,0.647,YES
2023,Statistical-Yearbook-2023.xlsx,9.,"Physicians and Dentists in the Private Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-23,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.647,YES
2023,Statistical-Yearbook-2023.xlsx,10.,"Physicians and Dentists in KSA Health Sectors by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-22,"Physicians and Dentists in the Private Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.647,YES
2023,Statistical-Yearbook-2023.xlsx,34,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities by Health Region, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-14,"Private Sector Hospitals, Medical Complexes, Beds and Other Medical Facilities by MoH Branches & Offices, 2024G.",Capacity | Workforce,0.647,YES
2023,Statistical-Yearbook-2023.xlsx,5-6,زيارات الحجاج لأقسام الطوارئ بالمستشفيات في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,5-7,زيارات الحجاج للعيادات الخارجية بالمستشفيات في الأعوام الخمسة الأخيرة,Capacity | Activity,0.636,YES
2023,Statistical-Yearbook-2023.xlsx,5-7,زيارات الحجاج للعيادات الخارجية بالمستشفيات في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,5-6,زيارات الحجاج لأقسام الطوارئ بالمستشفيات في الأعوام الخمسة الأخيرة,Capacity | Activity,0.636,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.18,القوى العاملة الصحية بمستشفيات وزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.23,القوى العاملة الصحية بمراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2021م,Capacity | Workforce,0.625,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.18,القوى العاملة الصحية بمستشفيات وزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,28,القوى العاملة الصحية بمراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2023م,Capacity | Workforce,0.625,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.23,القوى العاملة الصحية بمراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.18,القوى العاملة الصحية بمستشفيات وزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2021م,Capacity | Workforce,0.625,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.23,القوى العاملة الصحية بمراكز الرعاية الصحية الأولية بوزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,23,القوى العاملة الصحية بمستشفيات وزارة الصحة حسب المنطقة الصحية والفئة والجنس والجنسية عام 2023م,Capacity | Workforce,0.625,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.30,المستشفيات والأسرة والمجمعات الطبية بالقطاع الخاص حسب المنطقة الصحية في الأعوام الخمسة الأخيرة,2024,Statistical-Yearbook-2024.xlsx,2-15,المستشفيات والأسرة والمجمعات الطبية بالقطاع الخاص حسب فروع ومكاتب وزارة الصحة في الأعوام الخمسة الأخيرة,Capacity,0.625,YES
